"EVAL_GRP","FORTYPCD","COUNTYCD","VOLCFNET"
132018,161,177,7023956.55952645
132018,520,177,3873047.23797005
132018,142,179,12005620.0380219
132018,161,179,57731831.4798281
132018,407,179,4780213.00486714
132018,161,181,16103079.3609591
132018,507,181,50333.5339205794
132018,142,183,12143443.2585117
132018,161,183,12181403.9759475
132018,514,183,NA
132018,519,183,37436.9588582285
132018,520,183,NA
132018,142,185,2878902.56185627
132018,406,185,213007.372436045
132018,407,185,6665988.36933429
132018,520,185,1843836.37171229
132018,161,187,NA
132018,161,189,23850397.7738928
132018,161,191,108389.142443274
132018,406,191,1931910.98696778
132018,407,191,3326881.433229
132018,508,191,1574124.85954292
132018,520,191,110503.142165974
132018,608,191,2360370.80220358
132018,999,191,NA
132018,161,193,20450447.9759558
132018,406,193,4671437.80989356
132018,520,193,2265766.79776178
132018,161,195,24926815.6665673
132018,520,195,157053.211480529
132018,141,197,NA
132018,161,197,5591965.28824447
132018,403,197,162868.637544161
132018,406,197,NA
132018,506,197,4659683.8107118
132018,608,197,2579593.99129277
132018,161,199,37690914.5802616
132018,406,199,933688.971305428
132018,508,199,NA
132018,706,201,1815069.21017891
132018,141,205,NA
132018,142,205,5598972.95217582
132018,161,205,12207173.3201665
132018,406,205,256196.914214854
132018,407,205,8137670.81115178
132018,507,205,NA
132018,520,205,NA
132018,161,207,14191362.0674591
132018,508,207,1690284.00292442
132018,517,207,3479477.3364696
132018,520,207,NA
132018,706,207,2254215.61557376
132018,142,209,8875659.11486954
132018,161,209,8722925.4622048
132018,508,209,NA
132018,520,209,307226.460218676
132018,706,209,84676.8557294653
132018,161,211,46977704.342622
132018,508,211,4896682.29353671
132018,999,211,1711583.19558257
132018,161,213,17920819.5268946
132018,161,215,13039274.6128615
132018,161,217,NA
132018,406,217,1068607.68467935
132018,161,219,933935.557115877
132018,508,219,1578344.12703846
132018,520,219,5391649.81635636
132018,161,221,92959364.4844587
132018,506,221,18440626.2886104
132018,508,221,89056.2840651669
132018,161,223,NA
132018,506,223,543141.872772228
132018,508,223,57274.5153641322
132018,161,225,6793140.49955497
132018,161,227,7112071.91493226
132018,508,227,137411.678503824
132018,511,227,718842.328202729
132018,520,227,2560967.81227299
132018,602,229,NA
132018,161,231,26345276.8640503
132018,161,233,12699032.7220369
132018,502,233,3165132.50020951
132018,503,233,226680.910102962
132018,507,233,869346.487429943
132018,142,235,13671266.1555088
132018,161,235,8779668.5642853
132018,520,235,188720.157532654
132018,161,237,35924638.0006449
132018,161,239,1045327.42008674
132018,406,239,5753069.63581321
132018,504,239,14556067.3614297
132018,508,239,139900.578400357
132018,520,239,1506086.45189121
132018,142,243,267988.529944155
132018,161,243,42426299.1484837
132018,406,243,184438.875130469
132018,407,243,NA
132018,507,243,62953.8519173687
132018,508,243,126777.715367576
132018,520,243,44841.2970878317
132018,999,243,136749.61686881
132018,161,245,6867754.20022869
132018,508,249,27435.7500958145
132018,141,251,1572662.13048407
132018,161,251,58162420.4137647
132018,406,251,965893.516416029
132018,508,251,NA
132018,608,251,1050237.52600109
132018,704,251,NA
132018,142,253,18159530.2193595
132018,520,253,234436.286210693
132018,406,255,7249707.33913638
132018,520,255,3669098.65982915
132018,161,259,45166210.7237643
132018,406,259,573937.928020531
132018,508,259,NA
132018,511,259,854050.619043808
132018,517,259,2914560.36743793
132018,602,259,8441337.08831464
132018,142,261,3133165.4349013
132018,161,261,26446950.7082246
132018,406,261,136141.233141559
132018,507,261,2611626.40625555
132018,161,263,31809155.4353605
132018,406,263,23864147.2536073
132018,503,263,9378938.6631817
132018,508,263,NA
132018,520,263,5041890.32272735
132018,161,265,12862700.0917548
132018,505,265,2457051.32625637
132018,508,265,5202129.84214098
132018,142,267,11348857.3365667
132018,161,267,34100759.4850385
132018,508,267,283284.881471003
132018,520,267,NA
132018,607,267,51029.437606205
132018,141,269,4695981.12484082
132018,142,269,NA
132018,161,269,8068927.21011003
132018,406,269,1327494.33313705
132018,501,269,264396.727685378
132018,520,269,3302573.44812444
132018,142,271,5449678.66370635
132018,161,271,27797646.545633
132018,520,271,883241.07116284
132018,608,271,NA
132018,142,273,3368246.52580625
132018,161,273,15842462.7899862
132018,406,273,3811401.82459068
132018,507,273,84974.8731529243
132018,516,273,NA
132018,520,273,3994138.5826552
132018,608,273,1960354.22161803
132018,142,275,4202086.80368375
132018,161,275,8735560.66016925
132018,404,275,1541875.33982006
132018,406,275,6798227.29835556
132018,142,277,3719055.54706811
132018,608,277,1088899.6834452
132018,142,279,12292657.8700602
132018,406,279,2792770.55140709
132018,507,279,NA
132018,520,279,NA
132018,608,279,461593.852569208
132018,142,283,19518570.7951896
132018,161,283,NA
132018,406,283,NA
132018,519,283,258388.956871596
132018,520,283,506603.372592942
132018,602,283,2914577.74065075
132018,161,285,25538751.2933718
132018,501,285,4208957.57782056
132018,142,287,10556245.6579969
132018,161,287,13018393.947216
132018,520,287,NA
132018,161,289,15760970.6301793
132018,406,289,NA
132018,508,289,1483103.87424853
132018,520,289,NA
132018,602,289,2582476.42876635
132018,520,291,1202683.75506818
132018,161,293,14393909.9095469
132018,501,293,280369.032560852
132018,508,293,239927.596461852
132018,520,293,3413738.98400353
132018,161,295,6118006.92862537
132018,517,295,582667.122557256
132018,406,297,508459.038953578
132018,508,297,NA
132018,142,299,34650820.5290003
132018,161,299,30368119.2682101
132018,602,299,5257581.16637726
132018,608,299,NA
132018,161,301,34474177.8443142
132018,161,303,84905855.5116808
132018,503,303,NA
132018,508,303,9890245.37182768
132018,142,305,33839669.2509405
132018,161,305,26198237.3230668
132018,608,305,608809.231240368
132018,995,305,4251238.13082409
132018,141,307,67725.9315210384
132018,142,307,NA
132018,161,307,1133236.2054043
132018,141,309,14464296.8222899
132018,142,309,26683803.321281
132018,508,309,NA
132018,161,313,17246056.8070232
132018,503,313,7631717.13803198
132018,161,315,30735918.874191
132018,406,315,NA
132018,520,315,3734299.82753041
132018,161,317,51414532.3735973
132018,406,317,1276590.22283111
132018,520,317,1847649.72579001
132018,161,319,19133587.0828461
132018,503,319,1118545.71711961
132018,520,319,6253287.61230993
132018,608,319,202426.534166136
132018,142,321,16933161.9153686
132018,161,321,11859053.2890979
132018,507,321,NA
132019,142,1,10882444.1692836
132019,161,1,32330385.1834738
132019,406,1,2131533.62124202
132019,142,3,19973359.8783947
132019,161,3,NA
132019,608,3,125058.887288549
132019,142,5,29849683.2531506
132019,161,5,28183064.2675986
132019,406,5,1609457.15626581
132019,608,5,213771.398723112
132019,141,7,2968739.99439683
132019,406,7,4797567.54900981
132019,520,7,3633889.9042058
132019,161,9,24168531.1897729
132019,705,9,3685181.57660421
132019,511,11,1964888.38559363
132019,516,11,94352.7676571068
132019,503,13,10445896.0467677
132019,161,15,21244802.9658047
132019,406,15,NA
132019,502,15,2737575.17427163
132019,503,15,219979.832593325
132019,508,15,NA
132019,519,15,NA
132019,142,17,1360615.71063325
132019,999,17,494418.562746243
132019,142,19,15721683.198503
132019,161,19,3967563.66396053
132019,608,19,20453917.421823
132019,161,23,10043723.5158158
132019,142,25,11423672.4314003
132019,161,25,21238461.7799787
132019,406,25,NA
132019,609,25,948644.971638336
132019,999,25,63108.0607738776
132019,142,27,12085731.5066478
132019,161,27,42123563.6241571
132019,507,27,2972133.71930784
132019,508,27,NA
132019,141,29,NA
132019,161,29,1426664.79421577
132019,141,31,4328297.9846335
132019,142,31,8082341.9432144
132019,161,31,27435229.4137138
132019,406,31,10072527.412096
132019,142,33,3313626.49706681
132019,161,33,87634222.0264353
132019,520,33,1501946.14625328
132019,142,37,5848800.81682223
132019,161,37,21441011.11055
132019,507,37,240876.186752259
132019,704,37,692098.205115668
132019,142,39,9356689.96551113
132019,161,39,34201619.6924566
132019,406,39,6319859.73662558
132019,514,39,NA
132019,520,39,3184255.02842896
132019,161,43,12169564.5147867
132019,406,43,4657571.06742995
132019,602,43,1797202.24726339
132019,161,45,14235957.0846784
132019,402,45,700218.391187111
132019,406,45,6112762.88056141
132019,515,45,11956127.3113855
132019,520,45,6399967.16206185
132019,161,47,10321341.4416582
132019,142,49,32891481.2125971
132019,403,49,1390627.31855413
132019,406,49,452408.578903855
132019,142,51,643065.872120523
132019,161,53,7810009.79915214
132019,508,53,NA
132019,161,55,1907138.47582147
132019,163,55,335629.097664004
132019,519,55,272697.53396135
132019,161,57,7280717.69828195
132019,405,57,NA
132019,508,57,3639472.91112221
132019,142,61,10840461.0393331
132019,161,61,11735814.2528902
132019,406,61,15014801.7046869
132019,142,65,21257474.6681851
132019,161,65,1205797.44970347
132019,407,65,2153469.24787268
132019,519,65,1474251.95158261
132019,608,65,3542715.19285774
132019,142,69,21408989.79771
132019,161,69,19821567.9994793
132019,520,69,106938.442962831
132019,602,69,2867087.23379117
132019,142,71,27844047.4499089
132019,161,71,5292137.44134442
132019,608,71,1040015.36142279
132019,161,73,28492439.1493863
132019,406,73,5471282.72274928
132019,142,75,1039800.55304282
132019,161,75,1411452.10417711
132019,161,77,3039412.77978567
132019,406,77,14634983.7994152
132019,161,79,17342778.2028954
132019,507,81,NA
132019,706,81,NA
132019,520,83,2349649.46885497
132019,141,87,11674725.1246611
132019,142,87,21363644.3835588
132019,161,87,8679490.68446808
132019,407,87,2614305.11868941
132019,514,87,5047983.11103864
132019,520,87,3746180.92450948
132019,142,91,4773349.85117489
132019,161,91,81865186.8586599
132019,508,91,1305540.44416795
132019,520,91,3303101.62953349
132019,608,91,452591.481401039
132019,161,93,22043199.2146805
132019,520,95,4006351.51142802
132019,608,95,2151752.34060995
132019,161,99,40829994.5975018
132019,403,99,5877195.54349066
132019,406,99,NA
132019,520,99,2976396.38986218
132019,142,101,31751178.6879267
132019,407,101,1909012.72185613
132019,999,101,NA
132019,161,103,47741499.6511617
132019,514,103,1375191.17204826
132019,161,105,24622659.9323912
132019,161,107,68036478.2848151
132019,406,107,2839142.92403974
132019,507,107,NA
132019,508,107,29315.3383048817
132019,519,107,NA
132019,520,107,150129.233901456
132019,161,109,20158428.4269569
132019,602,109,9137490.08701669
132019,161,115,8262391.90691136
132019,520,115,1991306.5196817
132019,161,119,6036046.56076462
132019,503,121,15828529.9569758
132019,516,123,735737.14909092
132019,161,125,7499811.07307541
132019,503,125,706877.198992264
132019,520,125,1712634.23460774
132019,161,127,24331558.0412322
132019,406,127,168441.283412538
132019,161,129,4431396.90605925
132019,142,131,23090267.4546972
132019,161,131,21310506.2987538
132019,520,131,NA
132019,161,133,29208936.7306125
132019,406,133,2623118.65314667
132019,508,133,286571.24542253
132019,506,135,1239082.13805919
132019,508,135,206537.683190239
132019,161,137,1424369.54582785
132019,504,137,21811622.2235641
132019,161,141,68092619.9389591
132019,406,141,4666626.70238056
132019,508,141,844884.31966607
132019,161,143,26530635.1963757
132019,161,145,14974136.9373922
132019,162,145,2936885.22556605
132019,406,145,5778725.61572255
132019,520,145,93647.6374496863
132019,161,147,2207202.48036785
132019,161,149,30352028.3726855
132019,406,149,25040738.0540347
132019,508,151,3103752.60380572
132019,161,153,14171210.9450666
132019,520,153,8286397.67662925
132019,608,153,5392819.34899634
132019,142,155,7378087.92576562
132019,161,155,NA
132019,516,155,360076.295917874
132019,602,155,NA
132019,608,155,1895833.39303646
132019,508,157,3256658.10199846
132019,161,159,22212478.7333393
132019,406,159,22937310.577486
132019,142,161,7162223.90909176
132019,161,161,14731539.8766181
132019,141,163,1338476.65406222
132019,161,163,72932119.4078235
132019,403,163,NA
132019,406,163,127336.191112375
132019,999,163,2863782.70893554
132019,161,165,25778732.1009598
132019,406,165,4873241.69397123
132019,519,165,NA
132019,520,165,NA
132019,608,165,211687.678254705
132019,704,165,NA
132019,142,167,11121026.8211071
132019,161,167,19549036.4079245
132019,508,167,NA
132019,520,167,4920953.05042144
132019,161,169,57813418.5912225
132019,504,169,7305731.0666864
132019,520,169,3244510.6077878
132019,520,171,1620345.16913141
132019,608,171,1439557.43063725
132019,999,171,686686.193534333
132019,142,173,10133726.3492582
132019,520,173,4000443.13659744
132019,608,173,402237.695138233
132019,141,175,9288454.17666795
132019,142,175,19530643.4462528
132019,161,175,45799032.6871753
132019,406,175,2472093.87685875
132019,507,175,NA
132019,508,175,551124.528914242
132019,516,175,NA
132019,520,175,839770.893405808
132019,142,177,12784170.0073038
132019,161,177,17031341.9723504
132019,507,177,2395116.92209431
132019,142,179,12109846.7990683
132019,161,179,57572790.621757
132019,161,181,4839693.43754377
132019,507,181,49992.2896228128
132019,142,183,23073799.4819916
132019,161,183,12147846.3892369
132019,514,183,NA
132019,519,183,37333.8267401617
132019,520,183,NA
132019,142,185,2854684.66438535
132019,403,185,2997213.34789028
132019,406,185,213887.568189913
132019,407,185,6609912.75739458
132019,520,185,1833986.37363439
132019,161,187,NA
132019,161,191,13897106.8485902
132019,406,191,1926588.91813316
132019,508,191,1569788.42742297
132019,520,191,110198.725796371
132019,608,191,2353868.40329944
132019,161,193,13257893.6830845
132019,406,193,4671437.80989356
132019,503,193,NA
132019,520,193,2250405.66692949
132019,161,195,21755690.5639788
132019,508,195,NA
132019,520,195,157053.211480529
132019,141,197,NA
132019,161,197,4773352.45207472
132019,403,197,163274.793747513
132019,406,197,NA
132019,506,197,4659683.8107118
132019,520,197,NA
132019,161,199,26630188.6287361
132019,406,199,937857.225641613
132019,508,199,NA
132019,608,199,6408788.14234779
132019,142,201,NA
132019,706,201,1799800.48916794
132019,141,205,NA
132019,142,205,5622109.20404432
132019,161,205,4937526.594029
132019,406,205,257255.579149626
132019,407,205,8177366.76632813
132019,507,205,129320.286402995
132019,520,205,NA
132019,161,207,14205924.9633718
132019,508,207,1694499.17500154
132019,706,207,2254215.61557376
132019,142,209,8795136.70683261
132019,161,209,8798653.51830643
132019,508,209,NA
132019,520,209,306380.106333776
132019,706,209,85411.9776457278
132019,161,211,51985825.3780078
132019,508,211,4896682.29353671
132019,999,211,1711583.19558257
132019,161,213,17863381.0027699
132019,161,215,13039274.6128615
132019,161,217,NA
132019,161,219,938104.912281573
132019,508,219,1583808.67681471
132019,520,219,5415719.68160795
132019,161,221,70711951.8641785
132019,506,221,18504471.5036894
132019,508,221,89364.6151121331
132019,161,223,NA
132019,506,223,545022.340883389
132019,508,223,57472.8114357915
132019,161,225,6810080.99955386
132019,161,227,12106888.8897852
132019,508,227,136971.256457338
132019,511,227,716538.346381567
132019,520,227,2552759.58210545
132019,602,229,NA
132019,161,231,33958914.2126822
132019,602,231,11191486.6497661
132019,161,233,25012.2411139653
132019,502,233,3176090.83546704
132019,503,233,227465.725717861
132019,161,235,8746987.8766196
132019,161,237,47508967.1998992
132019,406,239,6416880.11914716
132019,504,239,14556067.3614297
132019,508,239,139900.578400357
132019,520,239,1506086.45189121
132019,142,243,266171.658554703
132019,161,243,31652646.4014401
132019,406,243,184438.875130469
132019,407,243,NA
132019,507,243,1888942.00969438
132019,508,243,126991.604463309
132019,520,243,44953.1207713426
132019,999,243,135822.500822242
132019,608,245,NA
132019,161,249,1481017.02282335
132019,508,249,77205.8160669168
132019,141,251,1586315.19292994
132019,161,251,28713416.683348
132019,406,251,974278.918620402
132019,508,251,NA
132019,608,251,1047344.30967601
132019,704,251,NA
132019,142,253,18234569.6004313
132019,406,255,7249707.33913638
132019,508,255,756408.849230098
132019,520,255,3681801.82887649
132019,161,259,44353442.8588712
132019,406,259,575369.194673949
132019,508,259,NA
132019,511,259,854050.619043808
132019,517,259,2914560.36743793
132019,602,259,8384107.68432606
132019,142,261,3140978.81503822
132019,161,261,26472557.1969559
132019,406,261,136141.233141559
132019,507,261,2618139.19031105
132019,608,261,NA
132019,161,263,26608102.5901389
132019,406,263,23864147.2536073
132019,503,263,9378938.6631817
132019,520,263,5038496.01354064
132019,161,265,12862700.0917548
132019,505,265,2457051.32625637
132019,508,265,5202129.84214098
132019,520,265,1656031.29109252
132019,142,267,11317593.266769
132019,161,267,24567103.0997413
132019,508,267,280394.219415176
132019,520,267,NA
132019,607,267,50508.7290592029
132019,142,269,NA
132019,161,269,8073415.07516819
132019,406,269,1330804.79282068
132019,501,269,264396.727685378
132019,520,269,3302573.44812444
132019,161,271,28057901.8218325
132019,520,271,890908.926365558
132019,608,271,NA
132019,706,271,NA
132019,142,273,3376646.14307759
132019,161,273,18033924.9381736
132019,507,273,85186.7805672709
132019,516,273,NA
132019,520,273,3994138.5826552
132019,608,273,1960354.22161803
132019,142,275,4166738.01879473
132019,161,275,8662075.39699223
132019,404,275,1548246.7255218
132019,406,275,907518.353081747
132019,608,277,1079739.64404714
132019,142,279,12258793.7987929
132019,507,279,NA
132019,520,279,NA
132019,608,279,460322.244159927
132019,142,283,19625639.1393011
132019,161,283,NA
132019,406,283,448984.477693583
132019,519,283,257677.14156341
132019,520,283,511001.44853515
132019,602,283,2906548.60086934
132019,161,285,25005383.4031702
132019,501,285,4223529.848719
132019,142,287,16184576.6470003
132019,161,287,9137199.0639617
132019,520,287,NA
132019,161,289,15775567.0727217
132019,406,289,NA
132019,508,289,1486802.38765065
132019,520,289,NA
132019,602,289,2582476.42876635
132019,520,291,1178868.23516584
132019,161,293,14393909.9095469
132019,501,293,280369.032560852
132019,520,293,3240121.61959228
132019,161,295,6155772.40349343
132019,406,297,510219.428009394
132019,142,299,39148078.4531358
132019,161,299,30533664.1098621
132019,602,299,5243097.47170405
132019,161,301,46866372.4131238
132019,161,303,76878951.6401642
132019,503,303,NA
132019,507,303,NA
132019,508,303,9890245.37182768
132019,511,303,NA
132019,607,303,3005690.53647928
132019,142,305,34324916.5977405
132019,161,305,25757825.5814335
132019,608,305,607132.070823729
132019,995,305,4239526.73101466
132019,141,307,67894.8241183478
132019,142,307,NA
132019,161,307,1133236.2054043
132019,141,309,14424450.2745701
132019,142,309,26610294.2212224
132019,508,309,NA
132019,161,313,16904550.7316366
132019,503,313,7607256.50617932
132019,161,315,22862475.6837371
132019,406,315,NA
132019,520,315,3702886.15916002
132019,161,317,78224473.9871505
132019,406,317,1276590.22283111
132019,520,317,1847649.72579001
132019,161,319,17002824.0915378
132019,503,319,1118545.71711961
132019,508,319,509670.895231388
132019,520,319,6253287.61230993
132019,142,321,23590669.975403
132019,161,321,11759292.5884535
132019,507,321,NA
132020,142,1,10852608.4141339
132020,161,1,32919612.8718916
132020,406,1,2124320.03745654
132020,602,1,1020358.59218205
132020,142,3,15328500.3822164
132020,161,3,NA
132020,407,3,NA
132020,608,3,124716.020715343
132020,142,5,17338598.85997
132020,161,5,28138677.2438943
132020,406,5,1609466.21300858
132020,608,5,213772.601658252
132020,141,7,2968753.63969389
132020,406,7,4797589.60019464
132020,520,7,4486495.48674783
132020,161,9,24108794.4811592
132020,705,9,3676073.01240137
132020,511,11,1960375.93362234
132020,516,11,94136.0824064161
132020,503,13,10421906.5903926
132020,520,13,4084013.21987744
132020,161,15,21251436.8982573
132020,406,15,NA
132020,503,15,220156.104908516
132020,519,15,NA
132020,999,17,496472.373990675
132020,142,19,11465410.348042
132020,161,19,3981121.0784511
132020,407,19,65822.6109464952
132020,608,19,20454011.434697
132020,508,21,246425.303000424
132020,503,23,301778.976418967
132020,142,25,9022108.40883152
132020,161,25,21180221.4052282
132020,406,25,NA
132020,609,25,948650.309856538
132020,999,25,63108.4158957712
132020,142,27,13567342.948376
132020,161,27,21316105.7502782
132020,507,27,2972147.38020355
132020,161,29,NA
132020,141,31,4316431.34540471
132020,142,31,8082387.42419639
132020,161,31,31897663.5458351
132020,406,31,6746462.92191762
132020,508,31,NA
132020,520,31,117268.011158835
132020,962,31,1849827.89033558
132020,142,33,3305436.29556239
132020,161,33,89239087.4692394
132020,161,35,10452587.3664188
132020,142,37,2510138.95636662
132020,161,37,21401759.9404762
132020,507,37,240280.819558985
132020,704,37,690387.564593642
132020,142,39,9331037.28064735
132020,161,39,12357822.4285196
132020,406,39,6302532.9500371
132020,514,39,NA
132020,520,39,3175524.94427834
132020,161,43,143646.009043979
132020,602,43,1792274.96389123
132020,161,45,14203263.5876426
132020,402,45,698610.309077808
132020,406,45,6112801.34072728
132020,520,45,6387911.23979276
132020,161,47,10329612.0486968
132020,142,49,13578187.7866294
132020,403,49,1385921.12645995
132020,406,49,452237.223077056
132020,608,49,225793.867118237
132020,142,51,641302.816357751
132020,161,53,7790706.00795445
132020,161,55,1907246.77599186
132020,163,55,335648.156945188
132020,519,55,272699.514356087
132020,161,57,7286551.81930021
132020,405,57,NA
132020,508,57,3642389.26171924
132020,161,59,5286076.64953236
132020,142,61,10813666.9632984
132020,161,61,11724310.5995768
132020,520,61,6173289.76260404
132020,142,65,25444561.7506573
132020,161,65,NA
132020,407,65,3060427.21314772
132020,519,65,1470210.08198309
132020,608,65,3533002.3396223
132020,142,69,5747383.95910687
132020,161,69,12456080.0212623
132020,520,69,NA
132020,142,71,23730806.1922009
132020,161,71,5314120.94318493
132020,161,73,31930335.5969402
132020,406,73,5471285.5462242
132020,142,75,1039805.33230522
132020,161,75,1411458.59167123
132020,161,77,3039431.90310551
132020,406,77,14601373.9201061
132020,161,79,23777653.579277
132020,507,81,NA
132020,520,83,2351532.26941391
132020,141,87,11674778.7855047
132020,142,87,21426784.4927424
132020,161,87,17495481.6965312
132020,514,87,5048006.31321505
132020,520,87,4421045.41428035
132020,142,91,3079110.20282141
132020,161,91,63663408.7891261
132020,406,91,3826349.19377113
132020,508,91,1301122.20497835
132020,520,91,3303120.21675818
132020,142,93,1930401.70127868
132020,161,93,24305002.0903055
132020,520,95,3996449.12013402
132020,608,95,2146433.91221351
132020,141,99,1862147.67045326
132020,161,99,37522634.6168209
132020,403,99,5877222.55699781
132020,406,99,NA
132020,520,99,2988760.3196051
132020,142,101,19690762.1219836
132020,520,101,435182.74058358
132020,608,101,118046.764911794
132020,999,101,NA
132020,161,103,45961587.1243001
132020,161,105,14203783.6226476
132020,161,107,90710309.6751275
132020,406,107,2839158.90047443
132020,501,107,363078.879680048
132020,508,107,29234.966171362
132020,520,107,150130.07870919
132020,161,109,20103161.2530213
132020,602,109,9137541.5055319
132020,520,115,1991305.29925959
132020,161,119,6022184.51628328
132020,503,121,15792179.0468016
132020,161,125,5182795.68801024
132020,503,125,705130.029628503
132020,520,125,1708401.16262536
132020,161,127,41975519.0094152
132020,520,127,155378.32108555
132020,161,129,4431394.19016661
132020,142,131,23141202.3218321
132020,161,131,12447040.9326153
132020,520,131,NA
132020,161,133,29136741.7871676
132020,508,133,286445.762432655
132020,506,135,1239089.93409275
132020,508,135,206063.360382648
132020,161,137,1424450.43112615
132020,504,137,21829100.1218882
132020,161,141,67924317.2413686
132020,406,141,150688.103709009
132020,507,141,45545.7067374453
132020,508,141,842796.041813357
132020,161,143,164388.144019604
132020,161,145,31142723.1712341
132020,162,145,2936886.74115612
132020,406,145,NA
132020,520,145,93647.6857768828
132020,161,147,2202133.54349764
132020,161,149,30309289.0611102
132020,406,149,24983230.905729
132020,516,149,127791.03030402
132020,508,151,3096624.70043057
132020,161,153,14136184.3440588
132020,520,153,8285603.22824308
132020,608,153,1180660.29567381
132020,142,155,11334012.5404913
132020,161,155,NA
132020,403,155,1320294.4614079
132020,516,155,361572.050327462
132020,602,155,NA
132020,608,155,1895842.10690492
132020,508,157,3249179.04447034
132020,161,159,19635503.8172522
132020,406,159,22937379.3035987
132020,508,159,236081.133934438
132020,142,161,7145508.57809845
132020,161,161,3918232.48073764
132020,141,163,1338477.34478786
132020,161,163,68527915.6740688
132020,403,163,NA
132020,406,163,127021.457673064
132020,999,163,2863784.1868008
132020,161,165,9505601.42309847
132020,406,165,4873269.11669342
132020,519,165,NA
132020,520,165,NA
132020,608,165,211107.306636127
132020,704,165,NA
132020,142,167,11090536.9579765
132020,161,167,19549146.4143284
132020,508,167,NA
132020,520,167,1297633.73870129
132020,161,169,51387031.6197377
132020,520,171,1616340.20555038
132020,608,171,1435999.3152478
132020,999,171,684988.929735796
132020,142,173,10050938.3227766
132020,520,173,4006462.58172037
132020,141,175,9288506.4446888
132020,142,175,19530753.3491558
132020,161,175,26468034.3161515
132020,406,175,2568229.62029722
132020,503,175,5239967.27265117
132020,507,175,NA
132020,520,175,674326.682055465
132020,142,177,12726534.7688051
132020,161,177,17031350.761435
132020,507,177,2395118.15810293
132020,142,179,12109914.9436392
132020,161,179,43129813.5859125
132020,161,181,4827731.29742081
132020,503,181,12030824.6556304
132020,142,183,23010539.4072319
132020,161,183,12114541.3554754
132020,519,183,37231.4707899641
132020,520,183,NA
132020,142,185,2854697.78544691
132020,403,185,2997227.12406015
132020,407,185,6609943.13870896
132020,520,185,1766920.03000896
132020,161,187,NA
132020,161,189,22598926.2367083
132020,161,191,13859005.9706281
132020,508,191,1565484.63110398
132020,520,191,109896.600451226
132020,608,191,NA
132020,161,193,3397800.4796314
132020,406,193,NA
132020,503,193,NA
132020,520,193,2250406.82825935
132020,161,195,21705727.6706704
132020,508,195,NA
132020,141,197,NA
132020,161,197,9801001.5425493
132020,403,197,163274.878006052
132020,406,197,2482697.51618293
132020,506,197,4648166.59554275
132020,520,197,2388240.1320886
132020,161,199,25822328.3114752
132020,406,199,937863.126433966
132020,608,199,6394070.08054917
132020,142,201,NA
132020,508,201,632448.994330317
132020,706,201,1799808.76163786
132020,141,205,NA
132020,142,205,5645463.40627442
132020,406,205,258324.217022395
132020,407,205,8177404.35217224
132020,507,205,129857.48196635
132020,161,207,871962.073329031
132020,406,207,335205.528293107
132020,508,207,1694500.04945387
132020,706,207,2248643.93145599
132020,142,209,1341126.78477101
132020,161,209,8798703.03011935
132020,508,209,NA
132020,706,209,85412.4582762981
132020,161,211,51960956.6635525
132020,508,211,4884579.29559091
132020,999,211,1707352.72142509
132020,161,213,17877695.130976
132020,161,215,13007045.7884466
132020,161,217,NA
132020,161,221,47082370.5892567
132020,506,221,18461975.1769124
132020,508,221,NA
132020,161,223,NA
132020,406,223,3821103.34106328
132020,506,223,543770.673280002
132020,508,223,57340.8226148688
132020,161,225,6810084.5139204
132020,161,227,12116590.276086
132020,511,227,717112.516621405
132020,142,229,NA
132020,161,229,2469187.37583386
132020,602,229,NA
132020,161,231,30380184.0818688
132020,602,231,11163824.9531697
132020,161,233,14511141.6284316
132020,502,233,3168796.80418435
132020,503,233,226943.340746815
132020,161,235,8737204.33323646
132020,161,237,47418054.9477925
132020,406,239,6401019.68911619
132020,504,239,14520089.5211669
132020,508,239,139554.789902861
132020,520,239,6753329.6355565
132020,142,243,266171.795913535
132020,161,243,28853092.9269912
132020,407,243,NA
132020,507,243,1884273.16252551
132020,508,243,85983.4608567497
132020,520,243,44953.1439695605
132020,999,243,135822.570913927
132020,608,245,NA
132020,161,249,1481017.78710745
132020,508,249,1890003.88901395
132020,161,251,44460041.5482805
132020,406,251,974284.401086037
132020,508,251,NA
132020,608,251,1044472.86757213
132020,704,251,41666.3365428222
132020,705,251,NA
132020,142,253,18310315.8747514
132020,406,255,7249752.9527079
132020,508,255,754671.723280431
132020,520,255,3673346.41021635
132020,141,259,NA
132020,161,259,30336484.3987949
132020,511,259,851939.685095419
132020,517,259,2907356.52695464
132020,142,261,18217072.1011717
132020,161,261,25376408.7537216
132020,406,261,135804.736516644
132020,507,261,2618140.5414111
132020,608,261,NA
132020,161,263,26564187.521369
132020,406,263,23805162.8825832
132020,503,263,9355756.99270164
132020,520,263,497266.552469088
132020,161,265,21008540.5038263
132020,508,265,5189271.87770323
132020,520,265,1651938.12308349
132020,142,267,11286564.4890112
132020,161,267,24499748.9225529
132020,508,267,279445.303022511
132020,514,267,108975.525281895
132020,999,267,NA
132020,142,269,NA
132020,161,269,6253797.67807462
132020,501,269,264396.86412825
132020,507,269,NA
132020,161,271,28011525.5080908
132020,520,271,890913.93969129
132020,706,271,NA
132020,142,273,3934758.93401827
132020,161,273,18004241.6272671
132020,507,273,85186.8245282121
132020,520,273,3984266.37772883
132020,142,275,4166757.17048134
